ï»¿ASC_Name;Provider_id;NPI;City;State;Zip_Code;Year;ASC_1_Measure_Rate;ASC_1_Footnote;ASC_2_Measure_Rate;ASC_2_Footnote;ASC_3_Measure_Rate;ASC_3_Footnote;ASC_4_Measure_Rate;ASC_4_Footnote;ASC_5_Measure_Rate;ASC_5_Footnote;ASC_1_5_Encounter_Start_Date;ASC_1_5_Encounter_End_Date;ASC_6_SSChecklist;ASC_6_Footnote;ASC_7_Volume;ASC_7_Respiratory;ASC_7_Eye;ASC_7_Genitourinary;ASC_7_Musculoskeletal;ASC_7_Gastrointestinal;ASC_7_Nervous_System;ASC_7_Skin;ASC_7_Footnote;ASC_6_7_Encounter_Start_Date;ASC_6_7_Encounter_End_Date;ASC_8_rate;ASC_8_Footnote;ASC_8_Encounter_Date;ASC_9_rate;ASC_9_Footnote;ASC_10_rate;ASC_10_Footnote;ASC_9_10_Encounter_Start_Date;ASC_9_10_Encounter_End_Date;ASC_11_rate;ASC_11_Footnote;ASC_11_Encounter_Start_Date;ASC_11_Encounter_End_Date;ASC_12_Total_Cases;ASC_12_Performance_Category;ASC_12_Interval_Lower_Limit;ASC_12_Interval_Upper_Limit;ASC_12_Footnote;ASC_12_Encounter_Start_Date;ASC_12_Encounter_End_Date;ASC_12_RSHV_Rate
Tracy Surgery Center LLC;05C0001859;1013104389;Tracy;CA;95377;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;1,348;0;123;116;0;634;475;0;;01/01/16;12/31/2016;85.71;;2016/2017;85.71;;89.80;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;122;No Different than the National Rate;8.8;17.5;;01/01/16;12/31/2016;12.4
Bayspine Surgery Center;05C0001825;1013116748;Richmond;CA;94806;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A;5;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Foot Surgery Center of North Colorado;06C0001043;1013116938;Fort Collins;CO;80524;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;100.00;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
South Jersey Musculoskeletal Institute;31C0001233;1013136456;Sewell;NJ;8080;2016;0.000;;0.000;;0.000;;0.000;;973.96;;01/01/16;12/31/2016;Yes;;7,533;0;0;0;717;3,015;3,801;0;;01/01/16;12/31/2016;53.85;;2016/2017;53.85;;43.75;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;242;No Different than the National Rate;8.9;17.7;;01/01/16;12/31/2016;12.6
Gateway ASC;50C0001272;1013138536;Everett;WA;98201;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A;5;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Harrison Endo Surgical Center;31C0001262;1013143007;Harrison;NJ;7029;2016;0.000;;0.000;;0.000;;0.000;;921.88;;01/01/16;12/31/2016;Yes;;1,988;403;0;0;306;1,172;101;6;;01/01/16;12/31/2016;91.23;;2016/2017;87.00;;48.76;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;120;No Different than the National Rate;9.0;17.8;;01/01/16;12/31/2016;12.8
Westside Surgery Center;11C0001335;1013158948;Douglas;GA;31533;2016;0.000;;0.000;;0.000;;5.128;;1,000.00;1;01/01/16;12/31/2016;Yes;;114;100;0;0;0;0;0;14;;01/01/16;12/31/2016;77.78;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
The Oregon Clinic Endoscopy Center- West;38C0001063;1013172840;Portland;OR;97225;2016;0.000;;0.000;;0.000;;1.586;;500.00;1;01/01/16;12/31/2016;Yes;;14,382;0;0;0;0;14,382;0;0;;01/01/16;12/31/2016;82.93;;2016/2017;98.96;;98.96;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;841;No Different than the National Rate;8.9;16.5;;01/01/16;12/31/2016;12.1
Desert Mirage Surgery Center;03C0001317;1013195569;Surprise;AZ;85378;2016;0.000;;0.000;;0.000;;0.899;;947.85;;01/01/16;12/31/2016;Yes;;2,733;0;0;474;24;1,484;739;12;;01/01/16;12/31/2016;85.96;;2016/2017;96.01;;96.07;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;242;No Different than the National Rate;8.3;16.5;;01/01/16;12/31/2016;11.8
The North Columbus Surgery Center, LLC;11C0001036;1013212927;Columbus;GA;31909;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;3,834;0;0;0;567;0;3,267;0;;01/01/16;12/31/2016;N/A;5;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
North Columbus Surgery CTR;11C0001368;1013212927;Columbus;GA;31909;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;3,834;0;0;0;567;0;3,267;0;;01/01/16;12/31/2016;72.22;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Carlin Vision Surgery Center, LLC;11C0001356;1013222926;Snellville;GA;30078;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;3,051;0;3,051;0;0;0;0;0;;01/01/16;12/31/2016;64.71;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Tuscan Surgery Center at Las Colinas, LLC;45C0001384;1013227248;Irving;TX;75039;2016;0.000;;0.000;;0.000;;0.000;;0.00;1;01/01/16;12/31/2016;Yes;;4,72;0;0;0;0;4,72;0;0;;01/01/16;12/31/2016;80.00;;2016/2017;92.06;;95.24;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;539;No Different than the National Rate;8.9;16.8;;01/01/16;12/31/2016;12.3
Westside Surgery Center;11C0001335;1013253178;Douglas;GA;31533;2016;N/A;5;N/A;5;N/A;5;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;77.78;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Novant Health Presbyterian Matthews Surgery CTR;34C0001180;1013298926;Winston-Salem;NC;27103;2016;0.000;;0.000;;0.000;;0.000;;995.35;;01/01/16;12/31/2016;Yes;;1,822;0;0;0;1,507;0;309;6;;01/01/16;12/31/2016;98.10;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Melbourne Surgery Center;10C0001228;1013309459;Melbourne;FL;32901;2016;0.000;;0.000;;0.000;;4.561;;1,000.00;;01/01/16;12/31/2016;Yes;;1,858;125;321;42;895;139;282;54;;01/01/16;12/31/2016;76.56;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;99.02;;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Affinity Gastroenterology Services;36C0001161;1013319144;Canton;OH;44718;2016;5.319;;0.000;;0.000;;0.000;;0.00;1;01/01/16;12/31/2016;Yes;;1,987;0;0;0;0;1,987;0;0;;01/01/16;12/31/2016;70.97;;2016/2017;92.86;;81.33;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;261;No Different than the National Rate;8.6;17.1;;01/01/16;12/31/2016;12.2
Center for Pain and Spine LLC;11C0001430;1013341734;Newman;GA;30265;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;1,022;0;0;0;51;0;971;0;;01/01/16;12/31/2016;100.00;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Roanoke Ambulatory Surgery Center;49C0001030;1013914985;Roanoke;VA;24016;2016;0.000;;0.000;;0.000;;2.907;;997.35;;01/01/16;12/31/2016;Yes;;2,945;81;0;0;1,888;0;947;29;;01/01/16;12/31/2016;78.86;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Bloomfield Surgi Center;31C0001195;1013921964;Bloomfield;NJ;7003;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;3,485;0;0;0;396;0;3,089;0;;01/01/16;12/31/2016;N/A;5;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
South Alabama Outpatient Services;01C0001037;1013924133;Enterprise;AL;36330;2016;0.000;;0.000;;0.000;;0.688;;991.60;;01/01/16;12/31/2016;Yes;;3,512;229;261;0;513;430;2,065;14;;01/01/16;12/31/2016;51.85;;2016/2017;93.75;;78.32;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;66;No Different than the National Rate;9.0;17.9;;01/01/16;12/31/2016;12.6
Miami Lakes Surgery Center, LTD;10C0001487;1013947159;Miami;FL;33014;2016;0.000;;0.000;;0.000;;2.174;;818.18;;01/01/16;12/31/2016;Yes;;3,338;0;769;237;273;2,024;31;4;;01/01/16;12/31/2016;27.78;;2016/2017;22.92;;100.00;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;50;No Different than the National Rate;8.6;17.1;;01/01/16;12/31/2016;12.2
Woodlands Endoscopy Centr, LTD.;45C0001457;1013962380;Shenandoah;TX;77384;2016;N/A;5;N/A;5;N/A;5;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;96.43;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Bristol Surgery Center;44C0001006;1013964063;Bristol;TN;37620;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;2,721;1;34;3;187;1;2,479;16;;01/01/16;12/31/2016;41.10;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Cleveland Center for Digestive Health and Endoscopy;36C0001034;1013967025;Beachwood;OH;44127;2016;0.000;;0.000;;0.000;;0.000;;977.78;;01/01/16;12/31/2016;Yes;;3,556;0;0;0;0;3,556;0;0;;01/01/16;12/31/2016;46.15;;2016/2017;14.62;;52.55;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;447;No Different than the National Rate;9.6;17.9;;01/01/16;12/31/2016;13.2
Owensboro Ambulatory Surgical Facility;18C0001006;1013973825;Owensboro;KY;42303;2016;0.000;;0.000;;0.000;;0.463;;1,000.00;;01/01/16;12/31/2016;Yes;;3,831;9;2,402;94;16;1,069;85;156;;01/01/16;12/31/2016;70.23;;2016/2017;96.88;;100.00;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;290;No Different than the National Rate;9.4;18.1;;01/01/16;12/31/2016;13.1
Airport Endoscopy Center;05C0001514;1013980317;Los Angeles;CA;90045;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;4,908;0;0;0;0;4,908;0;0;;01/01/16;12/31/2016;59.38;;2016/2017;100.00;;100.00;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;137;No Different than the National Rate;9.2;18.0;;01/01/16;12/31/2016;12.9
Mayfair Digestive Health Center;52C0001053;1013984657;Wanwatosa;WI;53226;2016;0.000;;1.684;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;5,456;0;0;0;0;5,456;0;0;;01/01/16;12/31/2016;75.76;;2016/2017;43.74;;72.70;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;335;No Different than the National Rate;8.1;16.0;;01/01/16;12/31/2016;11.5
Popp Cosmetic Surgery;28C0001029;1013984665;Omaha;NE;68164;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A;5;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Augusta Plastic Surgery Center;11C0001090;1013990308;Augusta;GA;30901;2016;0.000;;0.000;;0.000;;0.000;;666.67;1;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A;5;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Pasadena Laser and Surgery Cen;05C0001422;1013993252;Pasadena;CA;91106;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A;5;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Eye Surgery Center of East Tennessee;44C0001064;1013997915;Knoxville;TN;37909;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;4,263;0;4,18;0;0;0;0;83;;01/01/16;12/31/2016;83.87;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Bloomington Surgery Center;15C0001024;1013999580;Bloomington;IN;47403;2016;0.357;23;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;4,733;0;4,677;0;0;0;0;56;;01/01/16;12/31/2016;100.00;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Southern Illinois Orthopedic Center, LLC;14C0001086;1023001377;Herrin;IL;62948;2016;0.000;;0.000;;0.000;;3.472;;1,000.00;;01/01/16;12/31/2016;Yes;;3,003;0;0;0;3,003;0;0;0;;01/01/16;12/31/2016;46.59;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Roanoke Valley Center for Sight;49C0001021;1023005139;Salem;VA;24153;2016;0.175;;0.000;;0.000;;0.351;;0.00;1;01/01/16;12/31/2016;Yes;;9,855;0;9,855;0;0;0;0;0;;01/01/16;12/31/2016;40.32;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
The Gables Surgical Center;10C0001322;1023005600;Miami;FL;33134;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;3,863;0;0;0;1,082;0;2,53;251;;01/01/16;12/31/2016;4.76;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
The Endoscopy Center, LLC;39C0001152;1023006079;Sellersville;PA;18960;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;1,936;0;0;0;0;1,936;0;0;;01/01/16;12/31/2016;79.17;;2016/2017;96.83;;95.24;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;651;No Different than the National Rate;9.3;17.7;;01/01/16;12/31/2016;12.7
Blue Ridge Surgical Center;26C0001072;1023010311;Kansas City;MO;64133;2016;0.653;;0.000;;0.000;;0.000;;0.00;1;01/01/16;12/31/2016;Yes;;3,387;0;3,387;0;0;0;0;0;;01/01/16;12/31/2016;69.57;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Tucson Gastroenterology Institute;03C0001240;1023015989;Tucson;AZ;85712;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;6,883;0;0;0;0;6,883;0;0;;01/01/16;12/31/2016;33.33;;2016/2017;96.83;;82.93;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;734;No Different than the National Rate;8.3;15.5;;01/01/16;12/31/2016;11.3
Bayside Ambulatory Center, LLC;10C0001415;1023036688;Miami;FL;33133;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;7,073;122;2,231;599;59;3,751;2;309;;01/01/16;12/31/2016;25.78;;2016/2017;38.54;;92.71;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;257;No Different than the National Rate;9.2;17.3;;01/01/16;12/31/2016;12.7
Cape Surgery Center;44C0001157;1023039195;Dyersburg;TN;38024;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;3,033;0;3,033;0;0;0;0;0;;01/01/16;12/31/2016;50.00;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Beverly Hills Endoscopy, LLC;05C0001708;1023039682;Beverly Hills;CA;90211;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;704;0;0;0;0;704;0;0;;01/01/16;12/31/2016;100.00;;2016/2017;100.00;;96.08;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;164;No Different than the National Rate;8.5;16.9;;01/01/16;12/31/2016;11.9
Aesthetic Eye Associate PS;50C0001089;1023043445;Kirkland;WA;98033;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;1,106;0;544;0;0;0;0;562;;01/01/16;12/31/2016;61.11;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Instituto De Ojos Y Piel;40C0001012;1023052685;Carolina;PR;987;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A;5;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Zion Ambulatory Center;21C0001426;1023055001;Baltimore;MD;21237;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;761;0;0;0;0;0;761;0;;01/01/16;12/31/2016;N/A;1;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Gailey Eye Surgery - Decatur;14C0001130;1023056090;Decatur;IL;62526;2016;0.000;;0.000;;0.000;;1.106;;N/A;5;01/01/16;12/31/2016;Yes;;1,662;0;1,662;0;0;0;0;0;;01/01/16;12/31/2016;76.67;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Physicians Day Surgery Center;04C0001010;1023057916;Pine Bluff;AR;71603;2016;0.646;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;2,776;0;2,574;0;23;0;0;179;;01/01/16;12/31/2016;64.71;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Southwestern Eye Center, LTD - Stapley;03C0001047;1023063187;Mesa;AZ;85202;2016;N/A;5;N/A;5;N/A;5;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;67.44;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Toms River Surgery Center;31C0001153;1023070026;Toms River;NJ;8753;2016;0.000;;0.000;;0.000;;0.000;;992.59;;01/01/16;12/31/2016;Yes;;3,675;17;25;28;1,963;348;1,072;222;;01/01/16;12/31/2016;46.58;;2016/2017;58.73;;24.14;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;94;No Different than the National Rate;9.0;18.0;;01/01/16;12/31/2016;12.9
River Rd Surgery Center;21C0001337;1023169752;Bethesda;MD;20816;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;480;317;30;16;19;0;0;98;;01/01/16;12/31/2016;88.24;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Sahara Outpatient Surgery Center, LTD;29C0001022;1023071180;Las Vegas;NV;89102;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;2,256;155;0;0;803;23;1,228;47;;01/01/16;12/31/2016;28.10;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Medical Plaza Ambulatory Surgery Center Associates, L.P.;45C0001157;1023071560;Fort Worth;TX;76104;2016;0.613;;0.000;;0.000;;0.000;;384.62;;01/01/16;12/31/2016;Yes;;6,616;178;2,575;0;179;3,358;67;259;;01/01/16;12/31/2016;96.06;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;242;No Different than the National Rate;8.0;16.2;;01/01/16;12/31/2016;11.5
The Surgical Center of South Jersey Eye Physicians;31C0001069;1023072824;Moorestown;NJ;8057;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;1,94;0;1,94;0;0;0;0;0;;01/01/16;12/31/2016;100.00;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Arizona Eye Institue and Cosmetic Laser Center;03C0001261;1023074291;Sun City West;AZ;85351;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;2,259;0;944;0;0;0;0;1,315;;01/01/16;12/31/2016;41.67;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Web Properties Inc.;27C0001007;1023079860;Billings;MT;59101;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;589;0;589;0;0;0;0;0;;01/01/16;12/31/2016;N/A;1;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Panama City Surgery Center;10C0001407;1023088473;Panama City;FL;32405;2016;0.000;;0.000;;0.000;;0.519;;998.85;;01/01/16;12/31/2016;Yes;;6,079;87;0;209;1,096;1,66;2,77;257;;01/01/16;12/31/2016;63.87;;2016/2017;100.00;;100.00;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;272;No Different than the National Rate;9.9;18.8;;01/01/16;12/31/2016;13.8
Vision Care of Main, Aroostook;20C0001005;1023104825;Presque Isle;ME;4769;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;3;0;3;0;0;0;0;0;;01/01/16;12/31/2016;N/A;1;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Surgical Center of Connecticut LLC;07C0001029;1023113701;Bridgeport;CT;6606;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;2,368;0;0;534;859;933;42;0;;01/01/16;12/31/2016;74.74;;2016/2017;96.88;;N/A;1;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;53;No Different than the National Rate;8.7;17.2;;01/01/16;12/31/2016;12.3
Main Line Endoscopy Center West;39C0001137;1023115078;Malvern;PA;19355;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;6,424;0;0;0;0;6,424;0;0;;01/01/16;12/31/2016;94.12;;2016/2017;97.97;;60.82;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;1019;No Different than the National Rate;8.2;15.0;;01/01/16;12/31/2016;11.1
Rushland Park Surgicenter;45C0001183;1023122876;Lubbock;TX;79416;2016;0.000;1;0.000;1;0.000;1;0.000;1;1,000.00;1;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A;5;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Associates Surgery Center, LLC;39C0001236;1023123296;West Mifflin;PA;15122;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;4,015;0;4,015;0;0;0;0;0;;01/01/16;12/31/2016;70.00;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Pottstown Hospital Company dba Pottstown Surgical Center;39C0001171;1023125929;Pottstown;PA;19464;2016;1.111;;0.000;;0.000;;2.222;;1,000.00;;01/01/16;12/31/2016;Yes;;3,908;0;0;0;0;3,908;0;0;;01/01/16;12/31/2016;100.00;;2016/2017;86.67;;90.38;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;484;No Different than the National Rate;8.7;16.4;;01/01/16;12/31/2016;12.1
